id;name;website;vertical;sub_vertical;country;region;city;logo_url;estadio_actual;solucion;mail;social_media;contact_phone;founders;founded;organization_type;outcome_status;business_model;badges;notes;status;lat;lng
;String Bio;stringbio.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;TE-FOOD;te-food.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Tebrito;tebrito.se;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;TellSpec;tellspec.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;TrustbiX;trustbix.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Unibio;unibio.dk;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Upside Foods;upsidefoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hargol FoodTech;hargol.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Vitirover;vitirover.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Abundant Robotics;abundantrobotics.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Yume Food;yumefood.com.au;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Zero Carbon Farms;n/a;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Consumer Physics;consumerphysics.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agrilution;agrilution.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Growcer;thegrowcer.ca;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Cueillette Urbaine;cueilletteurbaine.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ImpactVision;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Deep Branch;deepbranch.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Arbiom;arbiom.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Infratab;infratab.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kula Bio;kulabio.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Semios;semios.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Joyn Bio;google.com/search;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Tomojo;tomojo.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Crop One;cropone.ag;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Natufia;;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Hooked Foods;hookedfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nature's Fynd;naturesfynd.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Footprint;footprintus.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Genuine way;genuineway.io;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;GreenOnyx;greenonyx.biz;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Fifth Season;fifthseasonfresh.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agri-Data;google.com/search;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Crystalchain;crystalchain.io;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nitricity;nitricity.co;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nobell Foods;nobellfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Insect;insect.fr;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Brightseed;brightseedbio.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ClubZero;clubzero.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Plantagon;plantagon.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Current Foods;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Enough;enough-food.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Gingko Bioworks;ginkgobioworks.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Kitchen Robotics;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Stockeld Dreamery;stockeld.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Inari;inari.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;TerViva;terviva.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Karakuri;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Michroma;michroma.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Global Bugs;globalbugs.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Paptic;paptic.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Blulog;blulog.eu;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Pesl;pesslinstruments.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Wildtype;wildtypefoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Meati Foods;meati.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Evoware;evoware.id;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Phytolon;phytolon.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;JIMINI'S;jiminis.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;VitiBot;vitibot.fr;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Varcode;varcode.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Planted Foods;planted.ch;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Plantible Foods;plantiblefoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Controlant;controlant.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Evigence Sensors;evigence.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agtools;agtools.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Sananbio;sananbio.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Livestock Water Recycling;livestockwaterrecycling.com;otra;waste_upcycling;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Heura Foods;heurafoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Vytal;vytal.org;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Sulapac;sulapac.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Aura;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Zymergen;google.com/search;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agrivi;agrivi.com;agtech;digital_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Quorn;quorn.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Apeel;apeel.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Miso Robotics;misorobotics.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Muuse;muuse.io;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MycoWorks;mycoworks.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mylium;mylium.nl;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;YASAI;yasai.ch;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;CocoCart;cococart.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Burro;burro.ai;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Elaisian;elaisian.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bower;getbower.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Climate FieldView;climate.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bolt Threads;boltthreads.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ecovative;ecovative.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ecologic;ecologicbrands.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Polybion;polybion.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ProducePay;producepay.com;agtech;ag_fintech;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Prospera;prospera.ag;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Pudu Robotics;pudurobotics.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Keenon Robotics;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Gamaya;gamaya.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Granular;granular.ag;agtech;digital_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Recup;recup.de;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Replenish;replenish.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Yamo;yamo.bio;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bear Robotics;bearrobotics.ai;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Barepack;barepack.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Autentic;autentic.it;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Yora;yorapetfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Dexai Robotics;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Arable;arable.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Heura;heurafoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Desserto;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ananas Anam;ananas-anam.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Stout Industrial Technology;stoutagtech.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;FarmWise;farmwise.io;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Cruz Foam;cruzfoam.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Agworld;agworld.com;agtech;digital_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;SynergySuite;synergysuite.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Taranis;taranis.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Evja;evja.eu;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Farmers Edge;farmersedge.ca;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;UEAT;ueat.io;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Livin Farms;livinfarms.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Zero Egg;zeroegg.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Conserva;conservas.com;agtech;digital_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Chefs’ Warehouse;chefswarehouse.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Essento;essento.ch;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2022;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Xnext;x-next.com;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Journey Foods;journeyfoods.io;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Cajoo;cajoo.eu;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;New Age Meats;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;CrowdFarming;crowdfarming.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2023;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Square Roots;squarerootsgrow.com;agtech;indoor_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Beelivery;beelivery.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Feedr;feedr.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;DouxMatok;douxmatok.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Grogenick;google.com/search;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bento;bento.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Instacrops;instacrops.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;FlavorWiki;flavorwiki.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Sensonomic;sensonomic.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;The Vurger Co;thevurgerco.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ThisFish;thisfish.ai;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Farmer Expert;google.com/search;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bio-Lutions;bio-lutions.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Quiqup;quiqup.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BIOME MAKERS;biomemakers.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Traders Hill Farm;tradershillfarm.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Higher Steaks;highersteaks.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Pubinno;pubinno.com;otra;ag_hardware;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Biomilq;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Growy;growy.nl;agtech;indoor_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
